reason,channel,status,user_id,created_date
METAL_RESERVE_PLAN,SMS,SENT,user_4853,2018-10-21 04:57:53.555011+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2948,2018-10-20 18:44:55.827254+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9734,2018-10-20 15:57:13.900882+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2397,2018-10-20 08:15:07.459072+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_1010,2018-10-20 13:21:50.041970+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_3365,2018-10-24 10:28:26.494584+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9839,2018-10-21 13:09:47.120235+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_4712,2018-10-22 00:35:22.713072+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5425,2018-10-20 19:45:14.845452+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_415,2018-10-20 05:42:25.477866+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_436,2018-10-21 06:25:21.821810+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_4392,2018-10-20 20:20:07.827247+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_4703,2018-10-20 01:43:23.429987+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_43,2018-10-20 14:04:08.902702+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8885,2018-10-20 07:31:34.449707+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5295,2018-10-20 12:23:20.144110+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_1466,2018-10-21 03:21:47.182995+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_6137,2018-10-14 16:03:52.582811+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_736,2018-10-15 02:09:21.391167+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_7063,2018-10-14 11:32:33.865870+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8718,2018-10-14 20:08:48.456359+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9531,2018-10-14 15:57:08.402079+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_7658,2018-10-17 02:03:21.477316+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_716,2018-10-15 00:46:51.772614+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8347,2018-10-15 14:06:33.365051+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5896,2018-10-15 02:18:51.272608+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9997,2018-10-15 09:39:06.384026+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2236,2018-10-14 10:55:58.184261+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5322,2018-10-15 08:59:42.913010+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_693,2018-10-15 04:47:08.028737+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9404,2018-10-20 07:45:41.618757+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2861,2018-10-20 18:00:24.306923+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9904,2018-10-20 13:07:16.964996+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5150,2018-10-20 09:32:24.963175+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_3985,2018-10-21 04:43:25.720082+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_813,2018-10-22 03:36:31.296482+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_3192,2018-10-20 17:22:31.434163+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_189,2018-10-20 16:56:16.073800+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2557,2018-10-20 20:24:17.256537+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5983,2018-10-20 08:32:11.617754+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_3192,2018-10-17 17:38:45.611163+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2522,2018-10-17 16:11:34.346001+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9158,2018-10-18 05:51:47.189097+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9521,2018-10-17 10:37:55.951256+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_1784,2018-10-18 01:13:24.658648+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8678,2018-10-17 07:18:51.121506+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5917,2018-10-17 14:12:13.795262+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8778,2018-10-17 10:54:17.975219+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_4392,2018-10-17 20:41:03.799247+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_1466,2018-10-18 03:42:16.517995+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9658,2018-10-18 00:57:36.167690+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_43,2018-10-17 14:25:15.580702+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2920,2018-10-17 14:12:34.695452+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_6126,2018-10-17 07:29:32.912374+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2557,2018-10-17 20:39:59.282537+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_643,2018-10-17 17:20:33.835753+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8728,2018-10-17 09:48:39.640676+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_4703,2018-10-17 02:04:29.113987+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9404,2018-10-17 08:06:24.267757+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8885,2018-10-17 07:53:00.951707+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5295,2018-10-17 12:44:46.440110+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_9658,2018-10-15 00:41:21.597690+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_4445,2018-10-12 19:16:53.563991+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_43,2018-10-14 14:09:02.352702+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_3976,2018-10-14 21:50:09.673301+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8665,2018-10-17 04:58:47.429096+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_6261,2018-10-18 15:04:38.813995+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_5887,2018-10-17 04:29:03.748086+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2851,2018-10-17 05:04:13.628925+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_7839,2018-10-19 02:18:06.978725+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8702,2018-10-17 18:44:39.985560+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_1620,2018-10-17 04:27:36.319780+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_3910,2018-10-18 05:35:54.125727+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8967,2018-10-17 15:33:43.085356+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_2236,2018-10-17 10:50:14.512261+00:00
METAL_RESERVE_PLAN,SMS,SENT,user_8347,2018-10-18 14:01:04.382051+00:00
